set,card_name,card_number,quantity,batch_start_time,scraped_at,ungraded,grade_7,grade_8,grade_9,grade_95,psa_10,status,error_type,error_message,url
pokemon-white-flare,gothita,41,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:00.942547,$0.13,,,$10.19,$11.00,$30.66,,,,https://www.pricecharting.com/game/pokemon-white-flare/gothita-41
pokemon-white-flare,mandibuzz,64,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:15.586678,$0.13,,,$10.20,$11.00,$30.71,,,,https://www.pricecharting.com/game/pokemon-white-flare/mandibuzz-64
pokemon-black-bolt,axew,68,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:17.587432,$0.12,,,$10.51,$12.00,$31.79,,,,https://www.pricecharting.com/game/pokemon-black-bolt/axew-68
pokemon-black-bolt,cinccino,76,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:49.244389,$0.12,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/cinccino-76
pokemon-black-bolt,golett,42,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:39.258391,$0.12,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/golett-42
pokemon-black-bolt,gurdurr-reverse,48,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:58.454131,$0.12,,,$10.16,$11.00,$30.57,,,,https://www.pricecharting.com/game/pokemon-black-bolt/gurdurr-reverse-48
pokemon-destined-rivals,arven's-skwovet-reverse-holo,158,,2026-01-07T00:43:59.337569,2026-01-07T00:49:04.542966,$0.12,,,$10.16,$11.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-skwovet-reverse-holo-158
pokemon-destined-rivals,steven's-carbink,86,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:15.319397,$0.12,,,$10.15,$11.00,$40.00,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-carbink-86
pokemon-destined-rivals,team-rocket's-houndour,37,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:15:03.535275,$0.12,,,$10.16,$11.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-houndour-37
pokemon-destined-rivals,wash-rotom,61,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:15:42.100830,$0.12,,,$10.18,$11.00,$30.60,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/wash-rotom-61
pokemon-journey-together,alolan-graveler,45,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:51.892640,$0.12,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/alolan-graveler-45
pokemon-journey-together,bagon,112,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:54.146576,$0.12,,,$10.17,$11.00,$30.54,,,,https://www.pricecharting.com/game/pokemon-journey-together/bagon-112
pokemon-journey-together,bombirdier,101,1,2026-02-18T22:30:10.450954,2026-02-18T22:42:50.867840,$0.12,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/bombirdier-101
pokemon-journey-together,galarian-stunfisk-reverse-holo,106,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:36.309551,$0.12,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/galarian-stunfisk-reverse-holo-106
pokemon-journey-together,pupitar-reverse-holo,81,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:56.646529,$0.12,,,$5.68,$6.00,$30.54,,,,https://www.pricecharting.com/game/pokemon-journey-together/pupitar-reverse-holo-81
pokemon-twilight-masquerade,farfetch'd,132,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:57.132812,$0.12,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/farfetch%27d-132
pokemon-twilight-masquerade,gurdurr-reverse-holo,104,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:31:52.321642,$0.12,,,$10.23,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/gurdurr-reverse-holo-104
pokemon-twilight-masquerade,jynx,46,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:55.280932,$0.12,,,$10.20,$11.00,$30.55,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/jynx-46
pokemon-twilight-masquerade,poltchageist,20,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:57:26.619165,$0.12,,,$10.52,$12.00,$31.43,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/poltchageist-20
pokemon-white-flare,boldore,47,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:09.469407,$0.12,,,$10.18,$11.00,$30.61,,,,https://www.pricecharting.com/game/pokemon-white-flare/boldore-47
pokemon-white-flare,energy-retrieval,82,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:22:36.220004,$0.12,,,$10.27,$11.00,$30.94,,,,https://www.pricecharting.com/game/pokemon-white-flare/energy-retrieval-82
pokemon-white-flare,galvantula,34,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:34.502345,$0.12,,,$10.15,$11.00,$30.52,,,,https://www.pricecharting.com/game/pokemon-white-flare/galvantula-34
pokemon-white-flare,yamask,39,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:55.573862,$0.12,,,$10.16,$11.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-white-flare/yamask-39
pokemon-black-bolt,golurk,43,,2026-01-05T14:00:30.919912,2026-01-05T14:02:48.117147,$0.11,,,$10.17,$11.00,$30.62,,,,https://www.pricecharting.com/game/pokemon-black-bolt/golurk-43
pokemon-black-bolt,klink,61,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:40.167348,$0.11,,,$10.05,$11.00,$30.19,,,,https://www.pricecharting.com/game/pokemon-black-bolt/klink-61
pokemon-black-bolt,minccino,75,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:41.065769,$0.11,,,$10.18,$11.00,$30.61,,,,https://www.pricecharting.com/game/pokemon-black-bolt/minccino-75
pokemon-black-bolt,petilil,6,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:53:33.659699,$0.11,,,$10.36,$11.00,$31.27,,,,https://www.pricecharting.com/game/pokemon-black-bolt/petilil-6
pokemon-black-bolt,seismitoad,21,,2026-01-05T14:00:30.919912,2026-01-05T14:02:03.365851,$0.11,,,$10.16,$11.00,$30.57,,,,https://www.pricecharting.com/game/pokemon-black-bolt/seismitoad-21
pokemon-black-bolt,thundurus,33,,2026-01-05T14:00:30.919912,2026-01-05T14:02:27.953919,$0.11,,,$11.50,$13.00,$27.90,,,,https://www.pricecharting.com/game/pokemon-black-bolt/thundurus-33
pokemon-destined-rivals,yanma,2,,2026-01-07T00:43:59.337569,2026-01-07T00:43:59.352164,$0.11,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/yanma-2
pokemon-journey-together,accelgor,13,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:49.420075,$0.11,,,$10.15,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-journey-together/accelgor-13
pokemon-journey-together,beldum,61,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:16.793962,$0.11,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/beldum-61
pokemon-journey-together,caterpie,1,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:23.706863,$0.11,,,$10.14,$11.00,$18.73,,,,https://www.pricecharting.com/game/pokemon-journey-together/caterpie-1
pokemon-journey-together,druddigon,115,1,2026-02-18T22:30:10.450954,2026-02-18T22:44:11.850187,$0.11,,,$10.18,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-journey-together/druddigon-115
pokemon-journey-together,hop's-bag,147,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:51.978044,$0.11,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-bag-147
pokemon-journey-together,larvesta-reverse-holo,28,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:36.473950,$0.11,,,$10.20,$11.00,$30.63,,,,https://www.pricecharting.com/game/pokemon-journey-together/larvesta-reverse-holo-28
pokemon-journey-together,parasect,5,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:32.120792,$0.11,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/parasect-5
pokemon-journey-together,togedemaru,50,1,2026-02-18T22:30:10.450954,2026-02-18T22:38:20.397420,$0.11,,,$10.15,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-journey-together/togedemaru-50
pokemon-stellar-crown,tirtouga,37,,2026-01-07T01:13:32.223987,2026-01-07T01:14:38.632638,$0.11,,,$10.16,$11.00,$30.48,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/tirtouga-37
pokemon-twilight-masquerade,chimecho,85,1.0,2026-01-23T20:53:06.228900,2026-01-23T21:00:34.503536,$0.11,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chimecho-85
pokemon-twilight-masquerade,illumise,10,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:47.758985,$0.11,,,$10.46,$12.00,$31.26,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/illumise-10
pokemon-twilight-masquerade,lampent,37,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:07.981819,$0.11,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lampent-37
pokemon-twilight-masquerade,morpeko,72,,2025-12-24T14:44:56.809279,2025-12-24T14:45:13.111997,$0.11,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/morpeko-72
pokemon-twilight-masquerade,scolipede,117,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:09.056918,$0.11,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/scolipede-117
pokemon-twilight-masquerade,shinx,66,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:58.825133,$0.11,,,$10.18,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/shinx-66
pokemon-white-flare,ferrothorn,69,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:33:53.585606,$0.11,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/ferrothorn-69
pokemon-white-flare,purrloin,55,,2026-01-07T00:43:59.337569,2026-01-07T00:56:29.700051,$0.11,,,$10.12,$11.00,$30.43,,,,https://www.pricecharting.com/game/pokemon-white-flare/purrloin-55
pokemon-white-flare,sawsbuck,7,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:20:29.385588,$0.11,,,$10.18,$11.00,$30.61,,,,https://www.pricecharting.com/game/pokemon-white-flare/sawsbuck-7
pokemon-black-bolt,alomomola,24,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:51.830983,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/alomomola-24
pokemon-black-bolt,antique-cover-fossil,80,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:03.685830,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/antique-cover-fossil-80
pokemon-black-bolt,bisharp,65,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:46.034820,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/bisharp-65
pokemon-black-bolt,braviary-reverse,78,,2026-01-07T00:43:59.337569,2026-01-07T00:51:43.103414,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/braviary-reverse-78
pokemon-black-bolt,crustle,52,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:05.050460,$0.10,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-black-bolt/crustle-52
pokemon-black-bolt,cryogonal,27,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:05.481356,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/cryogonal-27
pokemon-black-bolt,cubchoo,25,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:14.990727,$0.10,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-black-bolt/cubchoo-25
pokemon-black-bolt,timburr,47,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:46.637440,$0.10,,,$10.20,$11.00,$30.71,,,,https://www.pricecharting.com/game/pokemon-black-bolt/timburr-47
pokemon-black-bolt,unfezant,73,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:53.144281,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/unfezant-73
pokemon-destined-rivals,arven's-sandwich,161,,2026-01-04T17:25:37.624686,2026-01-04T17:28:06.720654,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-sandwich-161
pokemon-destined-rivals,electabuzz,68,1.0,2026-01-17T16:51:02.914937,2026-01-17T16:51:17.136442,$0.10,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/electabuzz-68
pokemon-destined-rivals,ethan's-sudowoodo,93,,2026-01-07T00:43:59.337569,2026-01-07T00:47:12.569243,$0.10,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ethan%27s-sudowoodo-93
pokemon-destined-rivals,steven's-beldum,143,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:44:34.090759,$0.10,,,$10.15,$11.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-beldum-143
pokemon-destined-rivals,steven's-skarmory,142,1.0,2026-01-17T16:51:44.707676,2026-01-17T16:51:44.723728,$0.10,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-skarmory-142
pokemon-destined-rivals,swellow-reverse-holo,157,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:44:48.988210,$0.10,,,$10.14,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/swellow-reverse-holo-157
pokemon-destined-rivals,team-rocket's-zubat,120,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:44:26.550354,$0.10,,,$10.14,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-zubat-120
pokemon-journey-together,hop's-choice-band,148,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:02.108492,$0.10,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-choice-band-148
pokemon-journey-together,lillie's-pearl,151,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:37.540705,$0.10,,$5.50,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/lillie%27s-pearl-151
pokemon-journey-together,magmar,20,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:46.331927,$0.10,,,$10.11,$11.00,$16.25,,,,https://www.pricecharting.com/game/pokemon-journey-together/magmar-20
pokemon-journey-together,metang,62,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:25.003098,$0.10,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/metang-62
pokemon-journey-together,milcery,74,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:16.254747,$0.10,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/milcery-74
pokemon-journey-together,n's-castle,152,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:43.551579,$0.10,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-castle-152
pokemon-journey-together,n's-klink,103,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:13.517329,$0.10,,,$10.15,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-klink-103
pokemon-journey-together,piloswine,78,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:41.408919,$0.10,,,$10.18,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-journey-together/piloswine-78
pokemon-journey-together,shelgon,113,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:59.530690,$0.10,,,$10.17,$11.00,$30.54,,,,https://www.pricecharting.com/game/pokemon-journey-together/shelgon-113
pokemon-journey-together,swinub,77,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:37.068893,$0.10,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/swinub-77
pokemon-journey-together,torchic,22,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:03.822459,$0.10,,,$40.00,$44.00,$59.99,,,,https://www.pricecharting.com/game/pokemon-journey-together/torchic-22
pokemon-journey-together,tropius,123,1,2026-02-18T22:30:10.450954,2026-02-18T22:44:42.354328,$0.10,,,$10.17,$11.00,$30.54,,,,https://www.pricecharting.com/game/pokemon-journey-together/tropius-123
pokemon-twilight-masquerade,bug-catching-set,143,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:43.081406,$0.10,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/bug-catching-set-143
pokemon-twilight-masquerade,darmanitan,35,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:02.375180,$0.10,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/darmanitan-35
pokemon-twilight-masquerade,flabebe,86,,2026-01-07T00:43:59.337569,2026-01-07T00:52:37.032232,$0.10,,,$6.50,$7.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/flabebe-86
pokemon-twilight-masquerade,poliwhirl,42,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:36.432662,$0.10,,,$10.25,$11.00,$30.67,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/poliwhirl-42
pokemon-twilight-masquerade,raifort,161,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:55:34.552489,$0.10,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/raifort-161
pokemon-twilight-masquerade,spinarak,4,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:08.830519,$0.10,,,$10.12,$11.00,$30.34,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/spinarak-4
pokemon-twilight-masquerade,sunflora,7,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:14.926238,$0.10,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/sunflora-7
pokemon-twilight-masquerade,tadbulb,73,,2026-01-07T00:43:59.337569,2026-01-07T00:52:19.101712,$0.10,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/tadbulb-73
pokemon-twilight-masquerade,volbeat,9,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:13.868920,$0.10,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/volbeat-9
pokemon-twilight-masquerade,whirlipede,116,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:12.591433,$0.10,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/whirlipede-116
pokemon-white-flare,accelgor,9,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:20:36.101188,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/accelgor-9
pokemon-white-flare,deino-reverse,65,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:20.804599,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/deino-reverse-65
pokemon-white-flare,gothorita,42,,2026-01-07T00:43:59.337569,2026-01-07T00:55:48.298770,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/gothorita-42
pokemon-white-flare,harlequin,83,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:25:02.160294,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/harlequin-83
pokemon-white-flare,joltik,33,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:26.530964,$0.10,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/joltik-33
pokemon-white-flare,lampent,17,,2026-01-07T00:43:59.337569,2026-01-07T00:54:30.174953,$0.10,,,$10.13,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/lampent-17
pokemon-white-flare,litwick,16,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:15.552434,$0.10,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/litwick-16
pokemon-white-flare,mienfoo-reverse,52,,2026-01-07T00:43:59.337569,2026-01-07T00:56:13.954737,$0.10,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/mienfoo-reverse-52
pokemon-white-flare,scrafty,58,,2026-01-07T00:43:59.337569,2026-01-07T00:56:38.626717,$0.10,,,$10.15,$11.00,$30.52,,,,https://www.pricecharting.com/game/pokemon-white-flare/scrafty-58
pokemon-white-flare,stunfisk,35,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:40.267894,$0.10,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/stunfisk-35
pokemon-black-bolt,scolipede,56,,2026-01-05T14:00:30.919912,2026-01-05T14:03:43.631676,$0.09,,,$10.12,$11.00,$30.43,,,,https://www.pricecharting.com/game/pokemon-black-bolt/scolipede-56
pokemon-black-bolt,throh,50,,2026-01-05T14:00:30.919912,2026-01-05T14:03:11.128367,$0.09,,,$10.13,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/throh-50
pokemon-destined-rivals,shroomish,5,,2026-01-17T15:02:47.633422,2026-01-17T15:02:47.649935,$0.09,,,$10.15,$11.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/shroomish-5
pokemon-journey-together,alolan-marowak,57,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:02.990059,$0.09,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/alolan-marowak-57
pokemon-journey-together,alolan-marowak,57,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:08.304510,$0.09,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/alolan-marowak-57
pokemon-journey-together,audino,124,1,2026-02-18T22:30:10.450954,2026-02-18T22:44:53.753616,$0.09,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/audino-124
pokemon-journey-together,combusken,23,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:14.612461,$0.09,,,$10.13,$11.00,$30.41,,,,https://www.pricecharting.com/game/pokemon-journey-together/combusken-23
pokemon-journey-together,impidimp,71,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:00.419180,$0.09,,,$10.13,$11.00,$30.41,,,,https://www.pricecharting.com/game/pokemon-journey-together/impidimp-71
pokemon-journey-together,larvesta,28,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:04.558587,$0.09,,,$10.10,$11.00,$54.99,,,,https://www.pricecharting.com/game/pokemon-journey-together/larvesta-28
pokemon-journey-together,nymble,19,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:38.027481,$0.09,,,$10.13,$11.00,$30.41,,,,https://www.pricecharting.com/game/pokemon-journey-together/nymble-19
pokemon-journey-together,petilil,6,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:46.712152,$0.09,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/petilil-6
pokemon-stellar-crown,crabawler-reverse-holo,87,,2026-01-07T00:43:59.337569,2026-01-07T00:53:35.706376,$0.09,,,$10.13,$11.00,$29.98,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/crabawler-reverse-holo-87
pokemon-twilight-masquerade,chimchar,31,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:57:53.268100,$0.09,,,$10.23,$11.00,$39.99,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chimchar-31
pokemon-twilight-masquerade,cook,147,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:33:11.808325,$0.09,,,$10.25,$11.00,$30.67,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/cook-147
pokemon-twilight-masquerade,ducklett,139,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:34.275925,$0.09,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/ducklett-139
pokemon-twilight-masquerade,floette,87,1.0,2026-01-23T20:53:06.228900,2026-01-23T21:00:40.212626,$0.09,,,$10.21,$11.00,$30.59,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/floette-87
pokemon-twilight-masquerade,phione,55,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:18:54.027830,$0.09,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/phione-55
pokemon-twilight-masquerade,tangela,1,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:28.020959,$0.09,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/tangela-1
pokemon-white-flare,antique-plume-fossil,79,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:48.099349,$0.09,,,$10.19,$11.00,$30.66,,,,https://www.pricecharting.com/game/pokemon-white-flare/antique-plume-fossil-79
pokemon-white-flare,sewaddle,1,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:59.536706,$0.09,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-white-flare/sewaddle-1
pokemon-white-flare,swoobat-reverse,37,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:50.258099,$0.09,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/swoobat-reverse-37
pokemon-white-flare,vanillish,28,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:07.043491,$0.09,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/vanillish-28
pokemon-black-bolt,audino,74,,2026-01-05T14:00:30.919912,2026-01-05T14:03:59.907344,$0.08,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/audino-74
pokemon-black-bolt,dwebble,51,,2026-01-05T14:00:30.919912,2026-01-05T14:03:16.666350,$0.08,,,$10.16,$11.00,$30.57,,,,https://www.pricecharting.com/game/pokemon-black-bolt/dwebble-51
pokemon-black-bolt,elgyem,40,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:16.996779,$0.08,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/elgyem-40
pokemon-black-bolt,lilligant,7,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:53:37.493746,$0.08,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/lilligant-7
pokemon-black-bolt,pansage-reverse,4,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:22.939373,$0.08,,,$10.18,$11.00,$30.61,,,,https://www.pricecharting.com/game/pokemon-black-bolt/pansage-reverse-4
